R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country_code,Winner,title_bout,weight_class,gender,no_of_rounds,B_losses,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_losses,R_wins,R_age,B_age,total_fight_time_secs,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,City,State
Kai Kara-France,Raulian Paiva,-265,220,37.73584906,220.0,2019-02-09,"Melbourne, Victoria, Australia",AU,Red,False,FLY,MALE,3,0,0,Orthodox,172.72,175.26,125,0,1,25,23,900.0,Orthodox,165.1,175.26,125,Melbourne,Victoria
Teruto Ishihara,Kyung Ho Kang,290,-350,290.0,28.57142857,2019-02-09,"Melbourne, Victoria, Australia",AU,Blue,False,BW,MALE,3,3,3,Orthodox,175.26,185.42,135,5,3,27,31,239.0,Southpaw,170.18,175.26,135,Melbourne,Victoria
Callan Potter,Jalin Turner,190,-230,190.0,43.47826087,2019-02-09,"Melbourne, Victoria, Australia",AU,Blue,False,LW,MALE,3,1,0,Southpaw,190.5,195.58,155,0,0,34,23,53.0,Orthodox,182.88,182.88,155,Melbourne,Victoria
Wuliji Buren,Jonathan Martinez,105,-125,105.0,80.0,2019-02-09,"Melbourne, Victoria, Australia",AU,Blue,False,BW,MALE,3,1,0,Southpaw,172.72,177.8,135,2,0,29,32,900.0,Orthodox,175.26,175.26,135,Melbourne,Victoria
Raphael Assuncao,Marlon Moraes,130,-150,130.0,66.66666667,2019-02-02,"Fortaleza, Ceara, Brazil",BR,Blue,False,BW,MALE,5,1,3,Orthodox,167.64,170.18,135,2,11,36,30,197.0,Orthodox,165.1,167.64,135,Fortaleza,Ceara
Jose Aldo,Renato Moicano,-110,-110,90.90909091,90.90909091,2019-02-02,"Fortaleza, Ceara, Brazil",BR,Red,False,FW,MALE,3,1,5,Orthodox,180.34,182.88,145,3,9,32,29,344.0,Orthodox,170.18,177.8,145,Fortaleza,Ceara
Demian Maia,Lyman Good,-200,170,50.0,170.0,2019-02-02,"Fortaleza, Ceara, Brazil",BR,Red,False,WW,MALE,3,1,2,Orthodox,182.88,187.96,170,9,19,41,33,158.0,Southpaw,185.42,182.88,170,Fortaleza,Ceara
Charles Oliveira,David Teymur,-120,100,83.33333333,100.0,2019-02-02,"Fortaleza, Ceara, Brazil",BR,Red,False,LW,MALE,3,0,5,Southpaw,175.26,185.42,155,9,13,29,29,355.0,Orthodox,177.8,187.96,155,Fortaleza,Ceara
Johnny Walker,Justin Ledet,-235,195,42.55319149,195.0,2019-02-02,"Fortaleza, Ceara, Brazil",BR,Red,False,LHW,MALE,3,1,3,Orthodox,193.04,203.2,205,0,1,26,30,15.0,Orthodox,195.58,208.28,205,Fortaleza,Ceara
Livinha Souza,Sarah Frota,-230,190,43.47826087,190.0,2019-02-02,"Fortaleza, Ceara, Brazil",BR,Red,False,WSW,FEMALE,3,0,0,Southpaw,167.64,175.26,115,0,1,27,31,900.0,Orthodox,165.1,160.02,115,Fortaleza,Ceara
Markus Perez,Anthony Hernandez,115,-135,115.0,74.07407407,2019-02-02,"Fortaleza, Ceara, Brazil",BR,Red,False,MW,MALE,3,0,0,Orthodox,182.88,190.5,185,2,1,30,25,367.0,Orthodox,185.42,185.42,185,Fortaleza,Ceara
Mara Romero Borella,Taila Santos,185,-225,185.0,44.44444444,2019-02-02,"Fortaleza, Ceara, Brazil",BR,Red,False,WFLY,FEMALE,3,0,0,Orthodox,165.1,172.72,125,1,1,32,25,900.0,Orthodox,167.64,175.26,125,Fortaleza,Ceara
Thiago Alves,Max Griffin,160,-185,160.0,54.05405405,2019-02-02,"Fortaleza, Ceara, Brazil",BR,Red,False,WW,MALE,3,3,2,Orthodox,180.34,193.04,170,10,14,35,33,900.0,Orthodox,175.26,177.8,170,Fortaleza,Ceara
Junior Albini,Jairzinho Rozenstruik,-145,125,68.96551724,125.0,2019-02-02,"Fortaleza, Ceara, Brazil",BR,Blue,False,HW,MALE,3,0,0,Orthodox,193.04,198.12,242,2,1,27,30,354.0,Orthodox,190.5,187.96,264,Fortaleza,Ceara
Geraldo de Freitas,Felipe Colares,-130,110,76.92307692,110.0,2019-02-02,"Fortaleza, Ceara, Brazil",BR,Red,False,FW,MALE,3,0,0,Orthodox,175.26,175.26,135,0,0,27,24,900.0,Orthodox,175.26,182.88,135,Fortaleza,Ceara
Ricardo Ramos,Said Nurmagomedov,-170,150,58.82352941,150.0,2019-02-02,"Fortaleza, Ceara, Brazil",BR,Blue,False,BW,MALE,3,0,1,Orthodox,172.72,177.8,135,0,3,23,26,148.0,Orthodox,175.26,182.88,135,Fortaleza,Ceara
Magomed Bibulatov,Rogerio Bontorin,-290,245,34.48275862,245.0,2019-02-02,"Fortaleza, Ceara, Brazil",BR,Blue,False,FLY,MALE,3,0,0,Orthodox,167.64,170.18,125,1,1,30,26,900.0,Orthodox,165.1,165.1,125,Fortaleza,Ceara
Henry Cejudo,TJ Dillashaw,185,-225,185.0,44.44444444,2019-01-19,"Brooklyn, New York, USA",US,Red,True,FLY,MALE,5,3,12,Orthodox,167.64,170.18,125,2,7,31,32,32.0,Orthodox,162.56,162.56,135,Brooklyn,New York
Greg Hardy,Allen Crowder,-450,360,22.22222222,360.0,2019-01-19,"Brooklyn, New York, USA",US,Blue,False,HW,MALE,3,1,0,Orthodox,190.5,193.04,245,0,0,30,29,448.0,Orthodox,195.58,203.2,265,Brooklyn,New York
Gregor Gillespie,Yancy Medeiros,-470,375,21.27659574,375.0,2019-01-19,"Brooklyn, New York, USA",US,Red,False,LW,MALE,3,6,6,Orthodox,177.8,190.5,155,0,5,32,31,599.0,Orthodox,170.18,180.34,155,Brooklyn,New York
Joseph Benavidez,Dustin Ortiz,-240,200,41.66666667,200.0,2019-01-19,"Brooklyn, New York, USA",US,Red,False,FLY,MALE,3,5,8,Orthodox,165.1,165.1,125,3,13,34,30,900.0,Southpaw,162.56,165.1,125,Brooklyn,New York
Paige VanZant,Rachael Ostovich,-175,155,57.14285714,155.0,2019-01-19,"Brooklyn, New York, USA",US,Red,False,WFLY,FEMALE,3,1,1,Orthodox,160.02,157.48,125,3,4,24,27,410.0,Orthodox,162.56,165.1,115,Brooklyn,New York
Glover Teixeira,Karl Roberson,-110,-110,90.90909091,90.90909091,2019-01-19,"Brooklyn, New York, USA",US,Red,False,LHW,MALE,3,1,2,Southpaw,185.42,187.96,205,5,10,39,28,201.0,Orthodox,187.96,193.04,205,Brooklyn,New York
Alexander Hernandez,Donald Cerrone,-220,180,45.45454545,180.0,2019-01-19,"Brooklyn, New York, USA",US,Blue,False,LW,MALE,3,8,21,Orthodox,185.42,185.42,155,0,2,26,35,523.0,Orthodox,175.26,182.88,155,Brooklyn,New York
Joanne Calderwood,Ariane Lipski,215,-255,215.0,39.21568627,2019-01-19,"Brooklyn, New York, USA",US,Red,False,WFLY,FEMALE,3,0,0,Orthodox,160.02,170.18,125,3,4,33,24,900.0,Orthodox,167.64,165.1,125,Brooklyn,New York
Alonzo Menifield,Vinicius Moreira,-290,245,34.48275862,245.0,2019-01-19,"Brooklyn, New York, USA",US,Red,False,LHW,MALE,3,0,0,Orthodox,193.04,191.77,185,0,0,31,29,236.0,Orthodox,182.88,193.04,205,Brooklyn,New York
Cory Sandhagen,Mario Bautista,-525,415,19.04761905,415.0,2019-01-19,"Brooklyn, New York, USA",US,Red,False,BW,MALE,3,0,0,Switch,175.26,182.88,135,0,2,26,25,211.0,Switch,180.34,177.8,135,Brooklyn,New York
Dennis Bermudez,Te Edwards,105,-125,105.0,80.0,2019-01-19,"Brooklyn, New York, USA",US,Red,False,LW,MALE,3,1,0,Orthodox,172.72,182.88,155,7,9,32,28,900.0,Orthodox,167.64,167.64,155,Brooklyn,New York
Belal Muhammad,Geoff Neal,170,-200,170.0,50.0,2019-01-19,"Brooklyn, New York, USA",US,Blue,False,WW,MALE,3,0,2,Southpaw,180.34,190.5,170,2,5,30,28,900.0,Orthodox,180.34,182.88,170,Brooklyn,New York
Kyle Stewart,Chance Rencountre,-165,145,60.60606061,145.0,2019-01-19,"Brooklyn, New York, USA",US,Blue,False,WW,MALE,3,1,0,Southpaw,187.96,190.5,170,0,0,29,32,145.0,Orthodox,187.96,193.04,170,Brooklyn,New York
Jon Jones,Alexander Gustafsson,-290,245,34.48275862,245.0,2018-12-29,"Los Angeles, California, USA",US,Red,True,LHW,MALE,5,4,10,Orthodox,195.58,200.66,205,2,16,31,31,722.0,Orthodox,193.04,213.36,205,Los Angeles,California
Cris Cyborg,Amanda Nunes,-210,175,47.61904762,175.0,2018-12-29,"Los Angeles, California, USA",US,Blue,True,WFW,FEMALE,5,1,9,Orthodox,172.72,175.26,145,0,5,33,30,,Orthodox,172.72,172.72,145,Los Angeles,California
Carlos Condit,Michael Chiesa,-105,-115,95.23809524,86.95652174,2018-12-29,"Los Angeles, California, USA",US,Blue,False,WW,MALE,3,4,7,Southpaw,185.42,190.5,170,8,7,34,31,356.0,Orthodox,187.96,190.5,170,Los Angeles,California
Ilir Latifi,Corey Anderson,-130,110,76.92307692,110.0,2018-12-29,"Los Angeles, California, USA",US,Blue,False,LHW,MALE,3,4,8,Orthodox,190.5,200.66,205,3,7,35,29,900.0,Orthodox,177.8,185.42,205,Los Angeles,California
Chad Mendes,Alexander Volkanovski,-140,120,71.42857143,120.0,2018-12-29,"Los Angeles, California, USA",US,Blue,False,FW,MALE,3,0,5,Orthodox,167.64,180.34,145,4,9,33,30,554.0,Orthodox,167.64,167.64,145,Los Angeles,California
Cat Zingano,Megan Anderson,-130,120,76.92307692,120.0,2018-12-29,"Los Angeles, California, USA",US,Blue,False,WFW,FEMALE,3,1,0,Orthodox,182.88,182.88,145,3,3,36,28,61.0,Southpaw,167.64,172.72,145,Los Angeles,California
Douglas Silva de Andrade,Petr Yan,290,-350,290.0,28.57142857,2018-12-29,"Los Angeles, California, USA",US,Blue,False,BW,MALE,3,0,2,Switch,170.18,170.18,135,2,3,33,25,600.0,Orthodox,170.18,172.72,135,Los Angeles,California
BJ Penn,Ryan Hall,365,-460,365.0,21.73913043,2018-12-29,"Los Angeles, California, USA",US,Blue,False,LW,MALE,3,0,2,Southpaw,177.8,180.34,155,13,12,40,33,166.0,Orthodox,175.26,177.8,155,Los Angeles,California
Nathaniel Wood,Andre Ewell,-120,100,83.33333333,100.0,2018-12-29,"Los Angeles, California, USA",US,Red,False,BW,MALE,3,0,1,Southpaw,172.72,190.5,135,0,1,25,30,852.0,Orthodox,167.64,175.26,135,Los Angeles,California
Uriah Hall,Bevon Lewis,150,-170,150.0,58.82352941,2018-12-29,"Los Angeles, California, USA",US,Red,False,MW,MALE,3,0,0,Orthodox,190.5,200.66,185,7,6,34,27,692.0,Orthodox,182.88,200.66,185,Los Angeles,California
Curtis Millender,Siyar Bahadurzada,-150,130,66.66666667,130.0,2018-12-29,"Los Angeles, California, USA",US,Red,False,WW,MALE,3,2,4,Orthodox,180.34,185.42,170,0,2,31,34,900.0,Orthodox,187.96,193.04,170,Los Angeles,California
Brian Kelleher,Montel Jackson,155,-175,155.0,57.14285714,2018-12-29,"Los Angeles, California, USA",US,Blue,False,BW,MALE,3,1,0,Southpaw,177.8,190.5,135,2,3,32,26,100.0,Switch,167.64,167.64,135,Los Angeles,California
Kevin Lee,Al Iaquinta,-335,275,29.85074627,275.0,2018-12-15,"Milwaukee, Wisconsin, USA",US,Blue,False,LW,MALE,5,3,8,Orthodox,177.8,177.8,155,3,10,26,31,1500.0,Orthodox,175.26,195.58,170,Milwaukee,Wisconsin
Edson Barboza,Dan Hooker,-105,-115,95.23809524,86.95652174,2018-12-15,"Milwaukee, Wisconsin, USA",US,Red,False,LW,MALE,3,3,7,Switch,182.88,190.5,155,6,13,32,28,739.0,Orthodox,180.34,190.5,155,Milwaukee,Wisconsin
Rob Font,Sergio Pettis,-165,145,60.60606061,145.0,2018-12-15,"Milwaukee, Wisconsin, USA",US,Red,False,BW,MALE,3,4,8,Orthodox,167.64,175.26,135,3,5,31,25,900.0,Orthodox,172.72,180.34,135,Milwaukee,Wisconsin
Jim Miller,Charles Oliveira,255,-310,255.0,32.25806452,2018-12-15,"Milwaukee, Wisconsin, USA",US,Blue,False,LW,MALE,3,9,12,Orthodox,177.8,187.96,155,12,18,35,29,75.0,Southpaw,172.72,180.34,155,Milwaukee,Wisconsin
Zak Ottow,Dwight Grant,230,-270,230.0,37.03703704,2018-12-15,"Milwaukee, Wisconsin, USA",US,Red,False,WW,MALE,3,0,0,Switch,185.42,193.04,170,3,3,31,34,900.0,Orthodox,180.34,182.88,170,Milwaukee,Wisconsin
Bobby Green,Drakkar Klose,210,-250,210.0,40.0,2018-12-15,"Milwaukee, Wisconsin, USA",US,Blue,False,LW,MALE,3,1,2,Orthodox,175.26,177.8,155,4,5,32,30,900.0,Orthodox,177.8,180.34,155,Milwaukee,Wisconsin
Jared Gordon,Joaquim Silva,-115,-105,86.95652174,95.23809524,2018-12-15,"Milwaukee, Wisconsin, USA",US,Blue,False,LW,MALE,3,1,3,Southpaw,172.72,175.26,155,1,2,30,29,759.0,Orthodox,175.26,172.72,155,Milwaukee,Wisconsin
Gerald Meerschaert,Jack Hermansson,130,-150,130.0,66.66666667,2018-12-15,"Milwaukee, Wisconsin, USA",US,Blue,False,MW,MALE,3,2,4,Orthodox,185.42,195.58,185,1,4,30,30,265.0,Southpaw,185.42,195.58,185,Milwaukee,Wisconsin
Trevor Smith,Zak Cummings,270,-330,270.0,30.3030303,2018-12-15,"Milwaukee, Wisconsin, USA",US,Blue,False,MW,MALE,3,3,6,Southpaw,182.88,190.5,185,5,5,37,34,900.0,Orthodox,190.5,190.5,185,Milwaukee,Wisconsin
Dan Ige,Jordan Griffin,-165,145,60.60606061,145.0,2018-12-15,"Milwaukee, Wisconsin, USA",US,Red,False,FW,MALE,3,0,0,Southpaw,177.8,182.88,145,1,1,27,28,900.0,Orthodox,170.18,180.34,145,Milwaukee,Wisconsin
Adam Milstead,Mike Rodriguez,-110,-110,90.90909091,90.90909091,2018-12-15,"Milwaukee, Wisconsin, USA",US,Blue,False,LHW,MALE,3,1,0,Southpaw,193.04,208.28,205,2,1,31,30,179.0,Orthodox,190.5,193.04,205,Milwaukee,Wisconsin
Chris de la Rocha,Juan Adams,375,-470,375.0,21.27659574,2018-12-15,"Milwaukee, Wisconsin, USA",US,Blue,False,HW,MALE,3,0,0,Orthodox,195.58,203.2,265,2,1,39,26,658.0,Orthodox,190.5,203.2,250,Milwaukee,Wisconsin
Max Holloway,Brian Ortega,-110,-110,90.90909091,90.90909091,2018-12-08,"Toronto, Ontario, Canada",CA,Red,True,FW,MALE,5,1,6,Switch,172.72,175.26,145,3,15,27,27,1200.0,Orthodox,180.34,175.26,155,Toronto,Ontario
Valentina Shevchenko,Joanna Jedrzejczyk,-300,250,33.33333333,250.0,2018-12-08,"Toronto, Ontario, Canada",CA,Red,True,WFLY,FEMALE,5,2,9,Orthodox,167.64,165.1,125,2,4,30,31,1500.0,Southpaw,165.1,167.64,125,Toronto,Ontario
Alex Oliveira,Gunnar Nelson,135,-155,135.0,64.51612903,2018-12-08,"Toronto, Ontario, Canada",CA,Blue,False,WW,MALE,3,3,7,Switch,180.34,182.88,170,4,9,30,30,557.0,Orthodox,180.34,193.04,170,Toronto,Ontario
Hakeem Dawodu,Kyle Bochniak,-200,170,50.0,170.0,2018-12-08,"Toronto, Ontario, Canada",CA,Red,False,FW,MALE,3,3,2,Orthodox,170.18,177.8,145,1,1,27,31,900.0,Orthodox,172.72,185.42,145,Toronto,Ontario
Jimi Manuwa,Thiago Santos,160,-185,160.0,54.05405405,2018-12-08,"Toronto, Ontario, Canada",CA,Blue,False,LHW,MALE,3,5,11,Orthodox,187.96,193.04,205,4,6,38,34,341.0,Orthodox,185.42,200.66,205,Toronto,Ontario
Claudia Gadelha,Nina Ansaroff,-310,255,32.25806452,255.0,2018-12-08,"Toronto, Ontario, Canada",CA,Blue,False,WSW,FEMALE,3,2,3,Orthodox,165.1,162.56,115,3,5,30,33,900.0,Orthodox,162.56,160.02,115,Toronto,Ontario
Olivier Aubin-Mercier,Gilbert Burns,-135,115,74.07407407,115.0,2018-12-08,"Toronto, Ontario, Canada",CA,Blue,False,LW,MALE,3,3,6,Orthodox,177.8,180.34,155,3,7,29,32,900.0,Southpaw,175.26,177.8,155,Toronto,Ontario
Katlyn Chookagian,Jessica Eye,-235,195,42.55319149,195.0,2018-12-08,"Toronto, Ontario, Canada",CA,Blue,False,WFLY,FEMALE,3,6,3,Orthodox,167.64,167.64,125,1,4,29,32,900.0,Orthodox,175.26,172.72,125,Toronto,Ontario
Elias Theodorou,Eryk Anders,-125,105,80.0,105.0,2018-12-08,"Toronto, Ontario, Canada",CA,Red,False,MW,MALE,3,2,3,Southpaw,185.42,190.5,185,2,7,30,31,900.0,Orthodox,185.42,190.5,185,Toronto,Ontario
Brad Katona,Matthew Lopez,-160,140,62.5,140.0,2018-12-08,"Toronto, Ontario, Canada",CA,Red,False,BW,MALE,3,3,2,Southpaw,170.18,175.26,135,0,1,26,31,900.0,Orthodox,167.64,162.56,135,Toronto,Ontario
Chad Laprise,Dhiego Lima,-400,325,25.0,325.0,2018-12-08,"Toronto, Ontario, Canada",CA,Blue,False,WW,MALE,3,5,1,Orthodox,187.96,187.96,170,3,6,32,29,97.0,Orthodox,177.8,180.34,170,Toronto,Ontario
Diego Ferreira,Kyle Nelson,-550,425,18.18181818,425.0,2018-12-08,"Toronto, Ontario, Canada",CA,Red,False,LW,MALE,3,0,0,Switch,180.34,180.34,155,2,4,33,27,383.0,Orthodox,175.26,187.96,155,Toronto,Ontario
Devin Clark,Aleksandar Rakic,435,-570,435.0,17.54385965,2018-12-08,"Toronto, Ontario, Canada",CA,Blue,False,LHW,MALE,3,0,2,Orthodox,193.04,198.12,205,2,3,28,26,245.0,Orthodox,182.88,190.5,205,Toronto,Ontario
Junior Dos Santos,Tai Tuivasa,-160,140,62.5,140.0,2018-12-01,"Adelaide, South Australia, Australia",AU,Red,False,HW,MALE,5,0,3,Southpaw,187.96,190.5,264,4,13,34,25,450.0,Orthodox,193.04,195.58,238,Adelaide,South Australia
Mauricio Rua,Tyson Pedro,415,-525,415.0,19.04761905,2018-12-01,"Adelaide, South Australia, Australia",AU,Red,False,LHW,MALE,3,2,3,Orthodox,190.5,200.66,205,9,9,37,27,643.0,Orthodox,185.42,193.04,205,Adelaide,South Australia
Mark Hunt,Justin Willis,-110,-110,90.90909091,90.90909091,2018-12-01,"Adelaide, South Australia, Australia",AU,Blue,False,HW,MALE,3,0,3,Southpaw,185.42,198.12,264,9,8,44,31,900.0,Orthodox,177.8,182.88,265,Adelaide,South Australia
Jake Matthews,Anthony Rocco Martin,-150,130,66.66666667,130.0,2018-12-01,"Adelaide, South Australia, Australia",AU,Blue,False,WW,MALE,3,4,6,Orthodox,182.88,185.42,170,3,7,24,28,679.0,Orthodox,180.34,185.42,170,Adelaide,South Australia
Suman Mokhtarian,Sodiq Yusuff,450,-600,450.0,16.66666667,2018-12-01,"Adelaide, South Australia, Australia",AU,Blue,False,FW,MALE,3,0,0,Orthodox,175.26,180.34,145,0,0,26,25,134.0,Orthodox,177.8,170.18,145,Adelaide,South Australia
Jimmy Crute,Paul Craig,-290,245,34.48275862,245.0,2018-12-01,"Adelaide, South Australia, Australia",AU,Red,False,LHW,MALE,3,2,2,Orthodox,190.5,193.04,205,0,0,22,31,891.0,Orthodox,187.96,187.96,205,Adelaide,South Australia
Yushin Okami,Aleksei Kunchenko,250,-300,250.0,33.33333333,2018-12-01,"Adelaide, South Australia, Australia",AU,Blue,False,WW,MALE,3,0,1,Orthodox,172.72,177.8,170,6,14,37,34,900.0,Southpaw,187.96,190.5,170,Adelaide,South Australia
Wilson Reis,Ben Nguyen,125,-145,125.0,68.96551724,2018-12-01,"Adelaide, South Australia, Australia",AU,Red,False,FLY,MALE,3,2,4,Switch,165.1,165.1,125,5,6,33,30,900.0,Southpaw,162.56,165.1,125,Adelaide,South Australia
Keita Nakamura,Salim Touahri,-155,135,64.51612903,135.0,2018-12-01,"Adelaide, South Australia, Australia",AU,Red,False,WW,MALE,3,1,0,Orthodox,177.8,182.88,170,6,3,34,29,900.0,Southpaw,180.34,185.42,170,Adelaide,South Australia
Elias Garcia,Kai Kara-France,300,-360,300.0,27.77777778,2018-12-01,"Adelaide, South Australia, Australia",AU,Blue,False,FLY,MALE,3,0,0,Orthodox,165.1,175.26,125,1,0,26,25,900.0,Southpaw,165.1,170.18,125,Adelaide,South Australia
Mizuto Hirota,Christos Giagos,310,-370,310.0,27.02702703,2018-12-01,"Adelaide, South Australia, Australia",AU,Blue,False,LW,MALE,3,3,1,Orthodox,177.8,180.34,155,5,1,37,28,900.0,Orthodox,170.18,170.18,155,Adelaide,South Australia
Alex Gorgees,Damir Ismagulov,425,-550,425.0,18.18181818,2018-12-01,"Adelaide, South Australia, Australia",AU,Blue,False,LW,MALE,3,0,0,Orthodox,177.8,188.0,155,0,0,23,27,900.0,Switch,187.96,187.96,155,Adelaide,South Australia
Rafael Dos Anjos,Kamaru Usman,270,-330,270.0,30.3030303,2018-11-30,"Las Vegas, Nevada, USA",US,Blue,False,WW,MALE,5,0,8,Switch,182.88,193.04,170,8,17,34,31,1500.0,Southpaw,172.72,177.8,170,Las Vegas,Nevada
Juan Espino,Justin Frazier,-175,155,57.14285714,155.0,2018-11-30,"Las Vegas, Nevada, USA",US,Red,True,HW,MALE,4,0,0,Southpaw,182.88,190.5,265,0,0,38,29,216.0,Orthodox,193.04,208.28,250,Las Vegas,Nevada
Pannie Kianzad,Macy Chiasson,-115,-105,86.95652174,95.23809524,2018-11-30,"Las Vegas, Nevada, USA",US,Blue,True,WFW,FEMALE,4,0,0,Orthodox,180.34,182.88,135,0,0,26,27,431.0,Orthodox,170.18,172.72,145,Las Vegas,Nevada
Pedro Munhoz,Bryan Caraway,-290,245,34.48275862,245.0,2018-11-30,"Las Vegas, Nevada, USA",US,Red,False,BW,MALE,3,3,6,Orthodox,172.72,172.72,135,4,6,32,34,159.0,Orthodox,167.64,165.1,135,Las Vegas,Nevada
Darren Stewart,Edmen Shahbazyan,100,-120,100.0,83.33333333,2018-11-30,"Las Vegas, Nevada, USA",US,Blue,False,MW,MALE,3,0,0,Orthodox,187.96,188.0,185,4,2,27,21,900.0,Orthodox,182.88,187.96,185,Las Vegas,Nevada
Ji Yeon Kim,Antonina Shevchenko,235,-275,235.0,36.36363636,2018-11-30,"Las Vegas, Nevada, USA",US,Blue,False,WFLY,FEMALE,3,0,0,Southpaw,172.72,170.18,125,1,2,29,34,900.0,Orthodox,170.18,182.88,125,Las Vegas,Nevada
Rick Glenn,Kevin Aguilar,-125,105,80.0,105.0,2018-11-30,"Las Vegas, Nevada, USA",US,Blue,False,FW,MALE,3,0,0,Orthodox,170.18,185.42,145,2,3,29,30,900.0,Southpaw,182.88,177.8,145,Las Vegas,Nevada
Joseph Benavidez,Alex Perez,100,-120,100.0,83.33333333,2018-11-30,"Las Vegas, Nevada, USA",US,Red,False,FLY,MALE,3,0,3,Orthodox,167.64,165.1,135,3,12,34,26,259.0,Southpaw,162.56,165.1,125,Las Vegas,Nevada
Maurice Greene,Michel Batista,-140,120,71.42857143,120.0,2018-11-30,"Las Vegas, Nevada, USA",US,Red,False,HW,MALE,3,0,0,Southpaw,190.5,204.0,260,0,0,32,34,134.0,Orthodox,200.66,208.28,258,Las Vegas,Nevada
Julija Stoliarenko,Leah Letson,170,-200,170.0,50.0,2018-11-30,"Las Vegas, Nevada, USA",US,Blue,False,WFW,FEMALE,3,0,0,Orthodox,170.18,180.34,145,0,0,25,26,900.0,Orthodox,170.18,167.64,145,Las Vegas,Nevada
Roosevelt Roberts,Darrell Horcher,-340,280,29.41176471,280.0,2018-11-30,"Las Vegas, Nevada, USA",US,Red,False,LW,MALE,3,2,1,Southpaw,177.8,177.8,155,0,0,24,31,290.0,Orthodox,187.96,185.42,155,Las Vegas,Nevada
Tim Means,Ricky Rainey,-340,280,29.41176471,280.0,2018-11-30,"Las Vegas, Nevada, USA",US,Red,False,WW,MALE,3,1,0,Switch,185.42,195.58,170,8,9,34,35,78.0,Orthodox,187.96,190.5,170,Las Vegas,Nevada
Raoni Barcelos,Chris Gutierrez,-550,425,18.18181818,425.0,2018-11-30,"Las Vegas, Nevada, USA",US,Red,False,BW,MALE,3,0,0,Orthodox,175.26,175.26,135,0,1,31,27,552.0,Orthodox,170.18,170.18,135,Las Vegas,Nevada
Curtis Blaydes,Francis Ngannou,-240,200,41.66666667,200.0,2018-11-24,"Beijing, China",CN,Blue,False,HW,MALE,5,2,6,Orthodox,193.04,210.82,250,2,5,27,32,45.0,Orthodox,193.04,203.2,265,Beijing,China
Alistair Overeem,Sergei Pavlovich,115,-135,115.0,74.07407407,2018-11-24,"Beijing, China",CN,Red,False,HW,MALE,3,0,0,Southpaw,190.5,213.36,257,6,8,38,26,261.0,Orthodox,193.04,203.2,265,Beijing,China
Song Yadong,Vince Morales,-550,425,18.18181818,425.0,2018-11-24,"Beijing, China",CN,Red,False,BW,MALE,3,0,0,Orthodox,170.18,177.8,135,0,2,20,28,900.0,Orthodox,172.72,170.18,135,Beijing,China
Li Jingliang,David Zawada,-220,180,45.45454545,180.0,2018-11-24,"Beijing, China",CN,Red,False,WW,MALE,3,1,0,Orthodox,182.88,190.5,170,3,6,30,28,,Orthodox,182.88,180.34,170,Beijing,China
Song Kenan,Alex Morono,-140,120,71.42857143,120.0,2018-11-24,"Beijing, China",CN,Blue,False,WW,MALE,3,3,3,Orthodox,180.34,182.88,170,0,2,28,28,,Orthodox,182.88,180.34,170,Beijing,China
Wu Yanan,Lauren Mueller,290,-350,290.0,28.57142857,2018-11-24,"Beijing, China",CN,Red,False,WFLY,FEMALE,3,0,1,Orthodox,165.1,170.18,125,1,0,22,27,,Orthodox,172.72,167.64,125,Beijing,China
Hu Yaozong,Rashad Coulter,-125,105,80.0,105.0,2018-11-24,"Beijing, China",CN,Blue,False,LHW,MALE,3,3,0,Orthodox,180.34,193.04,205,1,0,23,36,900.0,Orthodox,190.5,182.88,205,Beijing,China
Weili Zhang,Jessica Aguilar,-550,425,18.18181818,425.0,2018-11-24,"Beijing, China",CN,Red,False,WSW,FEMALE,3,2,1,Orthodox,160.02,160.02,115,0,1,29,36,221.0,Switch,162.56,160.02,115,Beijing,China
Liu Pingyuan,Martin Day,-170,150,58.82352941,150.0,2018-11-24,"Beijing, China",CN,Red,False,BW,MALE,3,0,0,Orthodox,177.8,185.42,135,0,1,25,30,900.0,Orthodox,167.64,182.88,135,Beijing,China
Yan Xiaonan,Syuri Kondo,-360,300,27.77777778,300.0,2018-11-24,"Beijing, China",CN,Red,False,WSW,FEMALE,3,1,1,Orthodox,162.56,167.64,115,0,2,29,29,,Orthodox,165.1,160.02,115,Beijing,China
Kevin Holland,John Phillips,-590,445,16.94915254,445.0,2018-11-24,"Beijing, China",CN,Red,False,MW,MALE,3,1,0,Southpaw,180.34,190.5,185,1,0,26,33,845.0,Orthodox,190.5,205.74,185,Beijing,China
Su Mudaerji,Louis Smolka,150,-170,150.0,58.82352941,2018-11-24,"Beijing, China",CN,Blue,False,BW,MALE,3,5,5,Orthodox,175.26,172.72,135,0,0,22,27,427.0,Southpaw,172.72,182.88,135,Beijing,China
Neil Magny,Santiago Ponzinibbio,175,-210,175.0,47.61904762,2018-11-17,"Buenos Aires, Buenos Aires, Argentina",AR,Blue,False,WW,MALE,5,2,8,Orthodox,182.88,185.42,170,5,14,31,32,1056.0,Orthodox,190.5,203.2,170,Buenos Aires,Buenos Aires
